case,dice
FLARETs_0046,0.6049830913543701
FLARE22_Tr_0049,0.6779574155807495
FLARE22_Tr_0030,0.7142750024795532
FLARE22_Tr_0026,0.6365112066268921
FLARE22_Tr_0008,0.6979220509529114
FLARE22_Tr_0047,0.6796094179153442
FLARETs_0033,0.6601433753967285
FLARE22_Tr_0032,0.6760584115982056
MEAN,0.6684324741363525
