epoch,step,train_loss,val_dice,best_dice,lr
1,58,0.55740909638076,0.6683545112609863,0.6683545112609863,4.9965738368864345e-06
2,116,0.5664825018109947,0.6672893166542053,0.6683545112609863,4.986304738420683e-06
3,174,0.5557136253036302,-1.0,0.6683545112609863,4.9692208514878445e-06
4,232,0.5631327901420922,0.6683434844017029,0.6683545112609863,4.9453690018345144e-06
5,290,0.5511743416046274,-1.0,0.6683545112609863,4.914814565722671e-06
6,348,0.5511097543198487,0.6684324741363525,0.6684324741363525,4.8776412907378845e-06
7,406,0.5515049927193543,-1.0,0.6684324741363525,4.833951066243004e-06
8,464,0.5576376308654917,0.6666363477706909,0.6684324741363525,4.783863644106502e-06
