case,dice
FLARETs_0046,0.6240386962890625
FLARE22_Tr_0049,0.6760094165802002
FLARE22_Tr_0030,0.7114176154136658
FLARE22_Tr_0026,0.623140275478363
FLARE22_Tr_0008,0.6961548924446106
FLARE22_Tr_0047,0.679850161075592
FLARETs_0033,0.6582538485527039
FLARE22_Tr_0032,0.6750326752662659
MEAN,0.6679871678352356
