case,dice
FLARETs_0046,0.6064872145652771
FLARE22_Tr_0049,0.6772515177726746
FLARE22_Tr_0030,0.713441014289856
FLARE22_Tr_0026,0.629849374294281
FLARE22_Tr_0008,0.6972832083702087
FLARE22_Tr_0047,0.6796925067901611
FLARETs_0033,0.6582708954811096
FLARE22_Tr_0032,0.6745090484619141
MEAN,0.6670980453491211
