case,dice
FLARETs_0046,0.6010887622833252
FLARE22_Tr_0049,0.6796424388885498
FLARE22_Tr_0030,0.7131108641624451
FLARE22_Tr_0026,0.6386767029762268
FLARE22_Tr_0008,0.6987272500991821
FLARE22_Tr_0047,0.6789101362228394
FLARETs_0033,0.660897433757782
FLARE22_Tr_0032,0.6772273182868958
MEAN,0.6685351133346558
