epoch,step,train_loss,val_dice,best_dice,lr
25,6000,0.7256027948111295,0.5383281111717224,0.5383281111717224,9.531538935183248e-05
26,6240,0.7038801680008571,-1.0,0.5383281111717224,9.493970231495833e-05
27,6480,0.7132358975708485,-1.0,0.5383281111717224,9.455032620941837e-05
28,6720,0.7053407726188501,-1.0,0.5383281111717224,9.414737964294633e-05
29,6960,0.7038400073846182,-1.0,0.5383281111717224,9.373098535696978e-05
30,7200,0.6972806109736364,0.5808998346328735,0.5808998346328735,9.330127018922194e-05
31,7440,0.6951930541545153,-1.0,0.5808998346328735,9.285836503510562e-05
32,7680,0.6972853019833565,-1.0,0.5808998346328735,9.24024048078213e-05
33,7920,0.6987288606663545,-1.0,0.5808998346328735,9.193352839727121e-05
34,8160,0.6873727037260929,-1.0,0.5808998346328735,9.14518786277521e-05
35,8400,0.6940519932657481,0.614535391330719,0.614535391330719,9.095760221444962e-05
36,8640,0.6937456210454305,-1.0,0.614535391330719,9.04508497187474e-05
37,8880,0.6929105831931035,-1.0,0.614535391330719,8.993177550236467e-05
38,9120,0.6902382403612137,-1.0,0.614535391330719,8.940053768033612e-05
39,9360,0.6854367317010959,-1.0,0.614535391330719,8.885729807284856e-05
40,9600,0.6867206980784734,0.6339308023452759,0.6339308023452759,8.83022221559489e-05
41,9840,0.6776102051138878,-1.0,0.6339308023452759,8.773547901113862e-05
42,10080,0.682981755832831,-1.0,0.6339308023452759,8.715724127386973e-05
43,10320,0.6773991675426563,-1.0,0.6339308023452759,8.656768508095856e-05
44,10560,0.6764168589065472,-1.0,0.6339308023452759,8.596699001693257e-05
45,10800,0.6713583158950011,0.7152484059333801,0.7152484059333801,8.535533905932738e-05
46,11040,0.6690015931924184,-1.0,0.7152484059333801,8.473291852294987e-05
47,11280,0.6592041092614332,-1.0,0.7152484059333801,8.409991800312493e-05
48,11520,0.651458707327644,-1.0,0.7152484059333801,8.345653031794292e-05
49,11760,0.6617315070082744,-1.0,0.7152484059333801,8.280295144952536e-05
50,12000,0.6557226193447908,0.7178944945335388,0.7178944945335388,8.213938048432697e-05
51,12240,0.6539519321173429,-1.0,0.7178944945335388,8.146601955249188e-05
52,12480,0.6423505116254091,-1.0,0.7178944945335388,8.07830737662829e-05
53,12720,0.6463553975025813,-1.0,0.7178944945335388,8.009075115760241e-05
54,12960,0.6391473655899366,-1.0,0.7178944945335388,7.938926261462365e-05
55,13200,0.6432071847220262,0.7356891632080078,0.7356891632080078,7.867882181755229e-05
56,13440,0.645556728169322,-1.0,0.7356891632080078,7.795964517353733e-05
57,13680,0.6369022544473409,-1.0,0.7356891632080078,7.723195175075135e-05
58,13920,0.6448802447567383,-1.0,0.7356891632080078,7.649596321166023e-05
59,14160,0.6258965684721868,-1.0,0.7356891632080078,7.57519037455027e-05
60,14400,0.6408294887592395,0.7483065724372864,0.7483065724372864,7.499999999999998e-05
61,14640,0.6522948024173577,-1.0,0.7483065724372864,7.424048101231684e-05
62,14880,0.647670566290617,-1.0,0.7483065724372864,7.347357813929453e-05
63,15120,0.6324266370385885,-1.0,0.7483065724372864,7.269952498697733e-05
64,15360,0.6275513904790083,-1.0,0.7483065724372864,7.191855733945387e-05
65,15600,0.6397946435958147,0.7418468594551086,0.7483065724372864,7.113091308703497e-05
66,15840,0.6439160802712043,-1.0,0.7483065724372864,7.033683215379e-05
67,16080,0.6223547752946615,-1.0,0.7483065724372864,6.953655642446368e-05
68,16320,0.6329696998000145,-1.0,0.7483065724372864,6.873032967079557e-05
69,16560,0.6400949151565631,-1.0,0.7483065724372864,6.791839747726499e-05
70,16800,0.6314322588344415,0.7633802890777588,0.7633802890777588,6.710100716628342e-05
71,17040,0.631561657289664,-1.0,0.7633802890777588,6.62784077228578e-05
72,17280,0.631298874442776,-1.0,0.7633802890777588,6.545084971874734e-05
73,17520,0.627248936270674,-1.0,0.7633802890777588,6.461858523613681e-05
74,17760,0.6364159675935904,-1.0,0.7633802890777588,6.378186779084993e-05
75,18000,0.6250032030045987,0.762087881565094,0.7633802890777588,6.2940952255126e-05
76,18240,0.6312249228358269,-1.0,0.7633802890777588,6.209609477998336e-05
77,18480,0.6254619053254525,-1.0,0.7633802890777588,6.124755271719321e-05
78,18720,0.6359587607284387,-1.0,0.7633802890777588,6.039558454088794e-05
79,18960,0.6252473723143339,-1.0,0.7633802890777588,5.954044976882722e-05
80,19200,0.6266888244698445,0.7690337300300598,0.7690337300300598,5.8682408883346504e-05
81,19440,0.6220374102393786,-1.0,0.7690337300300598,5.7821723252011525e-05
82,19680,0.6241645867625872,-1.0,0.7690337300300598,5.695865504800326e-05
83,19920,0.6122985863437255,-1.0,0.7690337300300598,5.6093467170257347e-05
84,20160,0.6302920068303745,-1.0,0.7690337300300598,5.5226423163382654e-05
85,20400,0.6115042183548212,0.7648745179176331,0.7690337300300598,5.4357787137382884e-05
86,20640,0.6255746445308129,-1.0,0.7690337300300598,5.348782368720624e-05
87,20880,0.6155955499658982,-1.0,0.7690337300300598,5.261679781214717e-05
88,21120,0.6082388115425904,-1.0,0.7690337300300598,5.174497483512503e-05
89,21360,0.622352987403671,-1.0,0.7690337300300598,5.0872620321864144e-05
90,21600,0.6223982489357393,0.7796185612678528,0.7796185612678528,4.9999999999999975e-05
91,21840,0.6116430969287951,-1.0,0.7796185612678528,4.91273796781358e-05
92,22080,0.6186304170638323,-1.0,0.7796185612678528,4.825502516487494e-05
93,22320,0.6134594980627298,-1.0,0.7796185612678528,4.7383202187852795e-05
94,22560,0.6186132435997327,-1.0,0.7796185612678528,4.6512176312793715e-05
95,22800,0.6155643747498591,0.7870088815689087,0.7870088815689087,4.564221286261707e-05
96,23040,0.6109349908928077,-1.0,0.7870088815689087,4.477357683661732e-05
97,23280,0.6139663631717364,-1.0,0.7870088815689087,4.390653282974262e-05
98,23520,0.6135953995088737,-1.0,0.7870088815689087,4.304134495199671e-05
99,23760,0.6094642090300719,-1.0,0.7870088815689087,4.2178276747988426e-05
100,24000,0.6141964826732874,0.7872782945632935,0.7872782945632935,4.1317591116653467e-05
101,24240,0.6087675391385953,-1.0,0.7872782945632935,4.045955023117274e-05
102,24480,0.6130914396295944,-1.0,0.7872782945632935,3.960441545911202e-05
103,24720,0.608593796317776,-1.0,0.7872782945632935,3.875244728280674e-05
104,24960,0.6082380862285693,-1.0,0.7872782945632935,3.790390522001659e-05
105,25200,0.6062203085670869,0.7919757962226868,0.7919757962226868,3.705904774487394e-05
106,25440,0.6081366366396348,-1.0,0.7919757962226868,3.6218132209150025e-05
107,25680,0.6193782227734724,-1.0,0.7919757962226868,3.5381414763863146e-05
108,25920,0.6020813930779696,-1.0,0.7919757962226868,3.4549150281252616e-05
109,26160,0.6128612366815408,-1.0,0.7919757962226868,3.372159227714216e-05
110,26400,0.6262122442324957,0.7849012017250061,0.7919757962226868,3.289899283371655e-05
111,26640,0.6154180427392324,-1.0,0.7919757962226868,3.208160252273497e-05
112,26880,0.5993436679244042,-1.0,0.7919757962226868,3.1269670329204384e-05
113,27120,0.6138205913205942,-1.0,0.7919757962226868,3.0463443575536307e-05
114,27360,0.6085929069668055,-1.0,0.7919757962226868,2.9663167846209984e-05
115,27600,0.6062044241776069,0.7905800342559814,0.7919757962226868,2.8869086912965022e-05
116,27840,0.603959626207749,-1.0,0.7919757962226868,2.808144266054611e-05
117,28080,0.6120314329862595,-1.0,0.7919757962226868,2.730047501302265e-05
118,28320,0.610283653313915,-1.0,0.7919757962226868,2.6526421860705463e-05
119,28560,0.6043854686121146,-1.0,0.7919757962226868,2.575951898768314e-05
120,28800,0.594143717487653,0.7908928990364075,0.7919757962226868,2.5e-05
121,29040,0.6161342471837997,-1.0,0.7919757962226868,2.4248096254497278e-05
122,29280,0.6031090850631396,-1.0,0.7919757962226868,2.3504036788339753e-05
123,29520,0.5971829452862342,-1.0,0.7919757962226868,2.276804824924864e-05
124,29760,0.5989648289978504,-1.0,0.7919757962226868,2.204035482646266e-05
125,30000,0.5967707298696041,0.7894083857536316,0.7919757962226868,2.1321178182447703e-05
126,30240,0.603279621526599,-1.0,0.7919757962226868,2.0610737385376342e-05
127,30480,0.6004235616574685,-1.0,0.7919757962226868,1.9909248842397573e-05
128,30720,0.6038568942497174,-1.0,0.7919757962226868,1.9216926233717078e-05
129,30960,0.6063656891385715,-1.0,0.7919757962226868,1.8533980447508127e-05
130,31200,0.6028711255639791,0.7949732542037964,0.7949732542037964,1.7860619515673023e-05
131,31440,0.6004012874017159,-1.0,0.7949732542037964,1.7197048550474616e-05
132,31680,0.597358193496863,-1.0,0.7949732542037964,1.654346968205708e-05
133,31920,0.5920362877349059,-1.0,0.7949732542037964,1.5900081996875073e-05
134,32160,0.6029124205311139,-1.0,0.7949732542037964,1.5267081477050138e-05
135,32400,0.6083442592372497,0.7941992282867432,0.7949732542037964,1.4644660940672617e-05
136,32640,0.5902013154079516,-1.0,0.7949732542037964,1.403300998306743e-05
137,32880,0.594109179576238,-1.0,0.7949732542037964,1.3432314919041468e-05
138,33120,0.594727024063468,-1.0,0.7949732542037964,1.284275872613029e-05
139,33360,0.6118324249982834,-1.0,0.7949732542037964,1.2264520988861391e-05
140,33600,0.5896246363719304,0.7933231592178345,0.7949732542037964,1.1697777844051097e-05
141,33840,0.5965664592881997,-1.0,0.7949732542037964,1.1142701927151458e-05
142,34080,0.6004392011711995,-1.0,0.7949732542037964,1.0599462319663897e-05
143,34320,0.5983862151702245,-1.0,0.7949732542037964,1.0068224497635345e-05
144,34560,0.6069375312576691,-1.0,0.7949732542037964,9.549150281252626e-06
145,34800,0.5985357530415059,0.7959777116775513,0.7959777116775513,9.042397785550415e-06
146,35040,0.5996964950114488,-1.0,0.7959777116775513,8.548121372247913e-06
147,35280,0.6001699637621641,-1.0,0.7959777116775513,8.066471602728786e-06
148,35520,0.6001814408848684,-1.0,0.7959777116775513,7.597595192178697e-06
149,35760,0.6020093080898126,-1.0,0.7959777116775513,7.141634964894384e-06
150,36000,0.600927580272158,0.7970162630081177,0.7970162630081177,6.69872981077806e-06
151,36240,0.5968956414610147,-1.0,0.7970162630081177,6.269014643030209e-06
152,36480,0.5891311713804801,-1.0,0.7970162630081177,5.8526203570536576e-06
153,36720,0.5982182907561461,-1.0,0.7970162630081177,5.449673790581606e-06
154,36960,0.5950313206762076,-1.0,0.7970162630081177,5.060297685041644e-06
155,37200,0.5855275155355533,0.7994102239608765,0.7994102239608765,4.6846106481675e-06
156,37440,0.5959221934278806,-1.0,0.7994102239608765,4.322727117869959e-06
157,37680,0.6001772957543532,-1.0,0.7994102239608765,3.974757327377989e-06
158,37920,0.6042756218463182,-1.0,0.7994102239608765,3.6408072716606312e-06
159,38160,0.5983963529268901,-1.0,0.7994102239608765,3.32097867513991e-06
160,38400,0.598443673675259,0.7963508367538452,0.7994102239608765,3.0153689607045815e-06
161,38640,0.6028385628014803,-1.0,0.7994102239608765,2.724071220034161e-06
162,38880,0.6035390127450228,-1.0,0.7994102239608765,2.447174185242321e-06
163,39120,0.5895479639371236,-1.0,0.7994102239608765,2.1847622018482262e-06
164,39360,0.6014035140474637,-1.0,0.7994102239608765,1.936915203084065e-06
165,39600,0.5914509322494268,0.7980650067329407,0.7994102239608765,1.7037086855465886e-06
166,39840,0.597378601009647,-1.0,0.7994102239608765,1.4852136862001754e-06
167,40080,0.5890072563042243,-1.0,0.7994102239608765,1.2814967607382369e-06
168,40320,0.601310736934344,-1.0,0.7994102239608765,1.0926199633097149e-06
169,40560,0.5937467455863953,-1.0,0.7994102239608765,9.186408276168006e-07
170,40800,0.5864494774490595,0.7990381121635437,0.7994102239608765,7.596123493895984e-07
171,41040,0.6046277321875095,-1.0,0.7994102239608765,6.155829702431166e-07
172,41280,0.5921641108890374,-1.0,0.7994102239608765,4.865965629214871e-07
173,41520,0.5939639853934447,-1.0,0.7994102239608765,3.726924179339006e-07
174,41760,0.5903422481069962,-1.0,0.7994102239608765,2.739052315863353e-07
175,42000,0.6008085704098145,0.7992668151855469,0.7994102239608765,1.9026509541272262e-07
176,42240,0.5953111667186022,-1.0,0.7994102239608765,1.2179748700879004e-07
177,42480,0.5901431242624918,-1.0,0.7994102239608765,6.85232622713083e-08
178,42720,0.5971729322026174,-1.0,0.7994102239608765,3.045864904521188e-08
179,42960,0.5970336977392435,-1.0,0.7994102239608765,7.615242180436517e-09
180,43200,0.590127490585049,0.7993237972259521,0.7994102239608765,0.0
