case,dice,dice_class_1,dice_class_2,dice_class_3,dice_class_4,dice_class_5,dice_class_6,dice_class_7,dice_class_8,dice_class_9,dice_class_10,dice_class_11,dice_class_12,dice_class_13,dice_class_14,dice_class_15
amos_0008,0.7999544739723206,0.9257058501243591,0.9302863478660583,0.9029896855354309,0.813932478427887,0.7976653575897217,0.9580427408218384,0.8611847758293152,0.9412646889686584,0.7878897786140442,0.8703036308288574,0.7070707082748413,0.0,0.7444892525672913,0.9203547239303589,0.8381370902061462
MEAN,0.7999544739723206,,,,,,,,,,,,,,,
